user_id,anime_id,score
183,38101,5
166,38619,6
28,30415,4
73,6702,5
168,8038,3
168,40729,4
122,2800,5
45,51335,3
79,47410,2
154,3588,3
234,969,7
123,43439,3
25,6746,5
155,9996,1
154,6033,3
64,31149,2
168,329,3
105,38680,3
62,58883,3
119,9745,4
140,30885,6
188,11597,6
54,3588,5
117,38410,3
208,40397,5
106,14075,6
186,61159,5
6,23249,8
169,645,4
208,40911,5
51,19645,3
192,36796,4
216,2321,1
134,60543,3
55,16664,8
93,32681,4
124,57592,2
202,19115,6
6,6351,7
79,52347,5
88,52578,6
215,532,2
204,49458,3
35,3090,6
52,4447,4
197,31553,5
188,6768,7
233,57995,4
201,35848,6
187,8675,9
62,1089,4
78,56784,2
47,1375,5
235,40540,5
243,36538,5
24,759,5
164,51462,5
1,44235,8
5,52955,5
115,61159,3
76,2787,7
108,28297,3
174,1575,8
11,13709,5
144,28907,6
234,22043,8
54,38619,7
209,12113,6
212,4985,7
53,17895,6
126,53199,2
200,95,4
19,11977,4
161,42203,4
112,23251,3
236,33926,8
93,29803,3
219,37962,5
237,54846,5
75,59385,4
169,55684,5
103,60445,7
108,28223,5
87,49200,4
94,31757,4
61,7471,3
221,53367,5
48,41402,3
245,54857,5
77,239,7
248,54285,4
131,18153,6
127,42250,0
99,35363,8
171,2890,5
91,53499,7
123,23293,4
25,50203,9
2,53747,2
153,59160,2
212,6033,6
172,263,7
65,7304,5
144,46431,3
109,12069,7
4,3466,6
241,6171,2
85,61595,3
115,30484,2
61,31592,3
104,31637,4
186,52955,5
90,39651,8
163,34561,3
174,2159,3
126,35806,4
133,31812,4
82,36474,4
200,49818,4
33,268,5
147,32792,5
226,17739,6
42,38101,6
12,22297,2
193,35790,7
146,12431,3
236,4772,8
111,60022,4
182,58390,4
220,2035,3
140,51038,4
164,40815,2
114,48583,6
98,60445,2
187,37055,3
31,38101,5
184,48583,5
70,16,7
115,232,4
25,52168,4
157,51289,3
250,48580,6
102,462,3
208,24893,6
156,29755,0
187,27821,7
180,50346,6
180,38435,5
83,30654,4
60,14941,8
138,32615,3
106,50593,6
78,23249,5
16,10350,6
16,23775,5
197,51440,8
203,54857,5
1,2508,7
90,4447,3
156,22961,1
189,15989,3
232,37804,7
137,3702,5
84,36796,7
120,251,3
173,1376,4
165,60,6
155,50528,2
157,513,1
177,880,4
146,32122,3
26,37873,4
250,48585,4
131,2558,4
216,1000,5
26,18679,7
129,40815,1
102,10588,3
105,9617,8
6,28249,5
172,2313,5
201,1519,2
140,54790,2
36,5005,4
66,60570,7
53,43556,3
172,13117,4
235,33520,7
2,253,5
236,37520,4
234,1379,6
242,31174,6
90,42916,3
203,51836,2
152,38101,3
218,34537,0
28,740,0
27,30902,0
64,36754,3
168,38710,5
138,14175,5
27,186,6
164,42745,2
230,61952,4
139,55701,1
142,1914,6
87,35321,0
82,39167,5
59,10715,2
240,51367,5
144,40080,5
104,2921,2
86,38958,1
219,42847,4
237,6467,3
249,40174,4
5,457,5
155,33354,4
37,5114,4
69,58222,2
30,37430,4
185,39178,8
186,6421,6
18,16241,4
165,6811,6
3,14131,5
158,32729,5
144,9289,0
134,10800,5
59,43691,5
134,16904,3
238,54726,7
93,41780,0
81,28025,3
8,15731,6
134,49073,7
76,37379,3
102,10119,4
63,56662,1
244,35848,3
232,37306,4
51,20371,5
171,28891,0
3,30,4
72,22101,4
241,36963,4
205,31646,5
62,54714,6
59,22507,1
206,5028,6
39,5678,7
195,55821,3
137,13203,4
84,1418,7
188,31552,6
220,1376,4
220,13403,4
214,55818,8
235,13667,6
247,969,3
58,10153,4
22,53446,4
187,4182,9
168,2549,3
228,37804,5
242,60285,8
177,1008,5
220,120,3
108,55115,4
63,1690,3
249,13851,6
60,52107,2
69,1974,3
55,16916,5
31,32843,3
147,51805,3
24,38422,2
138,1535,4
97,268,2
10,38234,3
159,46654,3
180,59228,6
68,10092,5
199,59361,4
49,37956,4
177,35082,3
92,539,6
199,2397,6
67,50537,0
120,36371,5
224,34504,4
42,4938,7
67,6768,5
52,731,2
116,54959,6
213,59612,4
18,28677,7
216,60131,3
212,37515,2
161,50739,3
240,42940,7
202,38691,5
169,35111,6
135,5205,4
177,4177,6
161,30709,2
70,918,8
233,255,4
30,36369,4
195,40416,3
116,11237,3
144,2451,3
119,6862,2
77,5096,6
79,6421,4
12,54764,6
212,42266,8
54,62352,5
200,4181,8
234,19363,4
114,54789,4
173,558,4
185,50612,4
12,1530,4
55,30831,5
8,18671,6
242,2665,6
72,36296,7
109,42429,5
61,14353,7
138,39533,3
77,9513,5
203,28,0
139,34440,2
92,6213,3
249,57995,5
215,30831,7
192,1089,0
191,54790,4
107,35678,2
188,25879,3
209,55357,8
59,4722,2
59,10721,1
84,1946,7
199,18661,3
233,34537,5
127,16,5
208,50380,3
174,51818,6
70,56785,4
31,48791,7
144,3750,4
190,5074,7
13,1559,1
148,50399,4
127,290,5
244,57183,4
200,49596,5
150,39468,5
22,1096,2
225,38081,2
45,59636,5
139,1453,2
153,31478,3
162,8063,7
71,51297,3
148,19111,7
227,21473,0
6,60326,6
244,35191,4
35,51818,5
214,387,7
148,345,5
120,33253,5
201,38086,1
84,33032,5
74,1023,4
146,52093,1
21,8675,4
102,58725,0
169,10162,4
122,55303,6
35,50403,3
181,58555,4
80,2665,2
15,57635,4
217,160,3
105,793,5
134,5690,4
160,13119,3
176,37141,7
102,1363,4
147,50273,3
232,7305,4
57,4772,4
124,6702,7
222,10389,2
228,15989,3
6,31953,7
230,52865,3
36,35677,3
218,10161,7
155,37491,2
112,52741,5
38,30191,4
193,38234,7
147,33519,5
45,1364,4
170,42429,5
179,1356,6
46,14353,2
116,44087,3
139,35608,3
197,5630,2
81,48903,7
206,32547,7
64,16706,3
184,416,5
163,56196,0
69,60326,10
217,5494,0
39,34534,6
15,29755,3
197,451,4
219,34349,4
132,5690,5
166,1092,4
188,50407,6
140,6347,4
2,51898,4
111,14407,7
142,48661,2
94,6675,7
28,17549,3
244,2593,5
41,1301,5
134,54633,5
50,40858,3
40,1356,6
179,7270,5
83,21329,7
128,38101,6
249,55357,9
73,49430,4
103,51535,3
136,41782,9
162,59160,5
193,6115,7
219,164,5
36,7720,0
209,44388,4
150,2828,3
104,39178,6
99,13125,7
19,539,5
152,40853,5
16,58390,5
129,875,3
128,9201,6
26,34430,6
216,49363,7
234,31953,6
57,2229,0
8,51009,4
178,41611,5
114,36796,7
73,40215,9
3,32871,8
129,28669,2
139,67,4
29,1472,8
34,9253,5
208,41409,7
215,44388,9
81,50403,5
246,32935,5
190,33443,8
56,14353,2
80,9996,4
123,50273,4
179,10087,6
88,39741,0
203,33050,0
199,38475,4
102,1719,3
88,1824,7
58,5310,6
249,160,6
91,10162,2
48,53888,6
134,45055,5
3,50667,6
30,5941,7
35,59062,6
116,33446,2
6,6984,5
105,55684,6
87,35968,5
5,135,6
159,6,2
148,9941,5
179,17249,5
26,51533,8
147,12893,6
21,31289,4
219,6675,1
12,38410,5
116,5040,5
203,302,5
232,21329,3
54,12893,7
196,16001,7
27,58714,3
158,10863,2
150,4087,8
243,4447,3
238,59841,1
10,60544,5
225,50203,4
113,51462,8
16,1606,5
94,7222,3
196,27775,6
232,50528,2
147,55528,4
192,56768,7
238,957,4
100,59846,3
36,3744,1
123,50537,5
109,3545,3
205,31812,5
149,10090,4
119,55151,5
64,55528,3
181,1279,2
175,49053,9
29,340,5
33,1301,6
13,41461,3
130,136,5
115,42938,4
150,8247,3
33,31733,7
185,51805,4
24,37515,5
70,37804,5
128,61930,0
213,49877,2
178,55153,5
220,517,3
92,49570,3
177,54846,6
119,51440,2
86,16241,4
130,9062,8
203,995,4
43,1567,1
19,35120,7
211,48903,3
115,53287,2
250,35247,2
190,56768,10
51,477,0
223,58535,1
85,57181,3
79,31711,6
230,44,6
246,50612,6
139,36561,6
3,61784,5
3,1279,3
218,392,4
51,232,4
236,24439,6
58,53585,7
115,55813,4
24,38710,4
225,33519,4
3,3785,4
104,38889,4
247,48316,4
156,60544,2
167,1961,5
226,2828,3
45,30415,6
189,16001,2
225,59969,5
228,16916,5
209,58855,9
221,38668,5
163,60564,3
71,59619,5
190,522,3
43,34374,7
50,21855,4
180,1087,2
57,396,1
76,2665,7
147,61508,8
216,24135,8
195,6864,7
28,10049,2
157,38436,5
174,1735,6
218,17739,2
207,32005,4
90,6007,3
230,58492,3
241,35843,5
37,21855,8
128,539,3
242,322,3
8,33350,0
77,58913,7
131,6172,8
243,1571,7
73,3016,5
175,34822,9
118,20847,5
66,1254,6
242,777,4
114,51318,4
176,11843,9
236,10534,6
214,57995,9
1,40852,5
98,5096,4
103,429,3
131,34430,6
226,9288,7
99,34036,3
159,12069,5
157,8190,6
162,49776,2
72,55821,9
183,477,2
248,1943,3
214,388,3
49,16239,3
64,55115,7
89,55115,6
13,35972,6
57,2321,3
58,4081,3
7,23623,2
70,1011,7
108,37773,5
78,122,6
65,28223,6
230,35503,6
157,10937,3
41,4985,5
144,24277,3
5,2673,6
206,10119,7
193,44068,5
215,51038,7
192,51179,4
84,51369,5
221,53127,5
214,329,3
134,28805,4
139,20651,5
178,51297,10
32,21339,3
232,59205,0
172,210,7
48,6154,2
248,227,4
79,34440,4
121,1642,4
111,481,4
76,23199,7
80,37924,4
208,34973,3
188,36885,4
122,24415,6
25,60593,4
237,38524,4
99,48426,8
113,56653,4
36,38770,7
1,5682,2
94,10161,3
194,42429,5
233,1,7
212,37773,5
232,331,2
203,56523,3
157,30549,3
184,34544,5
141,49310,7
70,1485,2
128,33255,6
194,39764,7
222,21419,4
90,16904,7
61,32182,2
206,58913,6
235,1562,5
185,9735,3
233,51995,6
179,15323,3
118,42238,1
68,59654,7
17,1719,6
153,14813,4
231,25777,4
117,467,5
192,58509,4
128,42590,6
39,60946,4
245,372,4
56,57993,5
119,38002,3
43,49818,7
101,39178,5
166,10090,5
239,9734,6
237,780,4
86,2499,6
190,582,5
87,2951,4
166,8369,2
37,6213,3
174,1861,7
47,31646,9
142,31764,5
143,6467,0
36,37141,6
93,22507,5
123,50416,0
116,488,2
86,9252,4
234,52999,1
86,50380,2
15,40956,2
172,2890,5
246,48849,2
170,51019,2
135,22507,2
146,25777,2
210,24135,4
199,28171,2
106,50330,4
118,1530,2
199,35073,4
233,51898,3
121,5231,7
23,60570,8
25,6444,5
133,42670,8
134,54856,5
161,54005,1
214,10087,5
176,4081,7
236,666,5
82,49909,0
129,821,6
205,14353,7
22,33049,5
230,49721,6
97,1889,5
88,54029,4
75,31098,2
119,23199,4
232,10029,0
100,1293,3
244,40392,5
245,27633,2
127,54005,5
179,56960,0
77,45556,6
3,5096,7
14,182,4
157,37976,2
150,6637,3
93,52742,7
158,48849,3
15,36999,6
89,12021,6
171,56653,4
55,41782,8
246,55701,6
133,1943,5
65,47917,5
72,4565,4
117,12725,4
34,17249,8
84,42091,6
102,10029,8
138,55690,6
249,37779,6
23,28223,4
154,50739,5
164,14353,6
51,32995,2
231,779,4
13,9863,2
210,5,4
64,1008,3
163,59205,3
31,12893,2
21,23777,7
64,2549,0
144,8425,1
51,37078,9
226,52865,5
166,58689,3
174,35424,5
181,37985,3
63,30952,6
202,55318,4
243,150,4
148,35363,8
145,54968,4
97,43299,4
54,44200,5
22,56524,6
191,57217,5
243,59095,2
152,468,6
104,41457,2
93,444,7
143,918,5
175,11061,4
149,22777,5
206,21867,4
190,29854,5
206,531,3
205,543,4
233,3604,5
86,24471,3
242,31933,6
230,50608,3
11,34572,2
93,55889,3
101,34096,5
196,29830,5
166,53148,4
1,1719,0
56,33354,5
41,57097,3
71,35788,6
123,54722,2
64,31783,2
239,40416,6
18,61508,8
186,21185,5
95,40682,3
132,42625,6
16,1557,5
166,9289,10
57,488,7
217,6624,5
229,19703,7
132,3588,5
223,14513,4
187,2313,5
100,34561,5
233,38337,3
235,1240,2
232,821,0
52,36474,8
74,6591,6
34,1007,6
52,2004,4
227,856,6
36,58883,0
155,1376,8
126,48791,1
56,6115,3
12,42940,4
210,40429,7
190,8197,6
213,136,4
193,50587,7
235,1000,6
183,9790,5
175,49613,4
230,228,6
210,35843,5
111,40044,6
58,14407,2
59,21877,2
211,61517,3
108,37873,0
103,1530,0
52,1363,4
149,51818,4
57,30240,8
25,35321,4
42,5630,1
197,23755,4
56,55102,0
140,35320,0
19,25313,4
94,39570,2
204,36946,5
201,51898,2
239,11113,0
106,1050,6
191,57554,2
150,969,5
55,41782,7
99,5341,5
167,36106,9
74,52865,2
147,53672,0
110,48903,4
174,21939,4
228,54285,7
163,36838,3
148,25015,5
186,59145,5
35,17,8
120,440,4
188,32998,6
152,8129,3
163,48549,3
86,38101,4
169,5460,8
200,59675,4
40,57183,5
61,40044,0
193,49709,9
50,136,2
77,47778,6
5,20159,4
15,23249,2
182,38088,2
69,48405,4
70,397,5
177,12365,6
73,8687,7
29,16395,5
145,4477,4
39,48830,9
2,40416,2
124,21329,5
8,3016,3
131,32093,2
92,21647,5
44,10534,6
107,1888,7
72,5680,7
244,49893,8
243,8426,3
207,55310,4
171,9989,4
78,6444,2
54,36653,5
28,31758,1
20,3907,1
134,44248,5
143,21469,5
43,37976,3
107,22097,1
12,2392,1
174,1729,7
224,61930,4
120,170,7
57,56523,2
173,54915,5
125,324,6
209,51535,2
233,41433,8
34,853,7
22,853,6
224,37786,5
94,37520,5
50,38040,4
216,52578,6
75,34537,2
115,25013,2
168,49283,5
217,52305,3
59,30276,2
170,558,6
117,50709,0
195,37105,7
207,55748,4
140,50183,8
95,38594,6
209,59897,8
176,32005,6
131,44,4
57,585,6
101,31988,4
44,25537,3
230,33352,0
66,52741,7
122,10012,3
225,71,3
59,54789,3
6,37958,6
148,32863,2
173,59828,8
153,37029,2
2,1604,5
50,27833,4
87,38990,5
190,2673,8
214,28725,4
73,2724,5
139,50183,0
79,890,4
222,38474,3
110,38201,3
248,28677,4
99,1735,4
72,38710,4
142,777,3
189,464,2
183,53367,4
179,145,4
50,467,4
195,32867,6
16,45576,6
219,9724,3
23,43556,9
13,9471,2
170,10271,3
110,40852,2
139,40211,6
160,81,3
14,14511,2
131,37976,3
71,29831,2
118,56785,7
26,2229,7
139,38524,5
127,33190,9
98,31043,2
81,37171,0
35,80,3
137,19613,3
11,40956,3
156,50183,4
237,52107,3
140,2605,6
129,9396,2
196,27947,6
190,52168,5
188,322,4
219,20847,2
17,40351,7
14,36796,6
199,40854,4
146,51369,0
27,3228,3
14,17249,5
78,5680,7
101,1566,6
154,50613,2
180,3603,5
4,56165,6
146,14719,2
173,44586,3
203,780,2
170,846,4
215,11237,7
54,50401,5
212,60544,4
154,721,5
212,51335,6
9,25649,0
169,43608,3
101,578,0
134,2174,3
165,55745,8
8,35075,5
53,54974,3
145,57264,4
129,60326,1
120,52034,7
30,41084,3
211,15039,4
27,2214,2
223,49828,4
141,1289,2
244,35760,5
127,1430,3
156,34437,1
188,41462,6
38,52196,5
122,3701,6
111,18617,5
156,2787,2
211,530,3
157,54974,0
219,40906,3
184,32281,3
69,6637,3
170,32366,4
189,19511,7
163,10029,3
111,1212,6
123,5114,4
101,35790,4
56,32717,0
95,9734,7
127,34577,1
53,6505,8
238,35073,0
52,36094,4
246,16904,5
125,263,1
59,10216,4
226,42916,4
226,48896,2
130,38027,7
151,40936,5
161,55889,2
176,10350,6
130,145,6
132,481,5
27,35321,2
199,44586,3
10,2924,5
154,30364,3
132,54789,6
42,5310,4
14,2547,2
75,1689,3
223,51180,3
46,10083,3
242,37435,6
219,2951,3
16,153,4
193,56738,6
107,29893,4
231,52299,6
243,31433,3
151,22097,3
161,567,5
86,60022,2
56,19815,6
5,34134,6
102,13119,3
207,30311,3
166,885,2
243,15487,3
57,42670,2
178,35972,9
28,19123,4
68,53998,4
44,51390,2
169,60098,6
74,50380,3
231,11061,5
210,54790,1
56,12859,3
102,23249,4
155,30415,4
173,5040,3
30,19511,4
220,4181,2
14,10278,2
29,7655,5
187,95,5
238,21995,8
59,1530,3
107,40735,3
9,35382,1
66,4565,8
244,8311,5
36,16664,6
173,27663,6
163,2214,1
23,1946,5
237,10083,6
159,781,2
183,60445,6
114,9996,2
124,50613,4
144,40858,2
243,22043,2
59,54764,3
173,58509,2
73,2752,1
140,30279,6
119,22777,5
107,1520,2
10,32983,4
85,44074,2
160,31490,6
170,41457,5
198,53411,2
192,25801,6
231,33071,2
145,60988,7
80,5114,4
221,39619,0
231,40664,4
70,59228,7
110,38101,5
146,38958,1
158,12069,5
230,35067,3
61,54846,7
44,34374,4
191,18055,2
230,38101,5
60,13117,2
90,34636,5
189,34636,2
16,11843,0
92,49573,6
236,38790,5
23,58555,0
200,32828,6
241,5682,4
120,37430,6
11,55823,4
76,49320,7
168,31973,5
183,2752,4
119,36371,5
232,37704,1
245,1289,5
143,3907,3
99,24833,6
5,6351,5
177,3931,1
52,44067,2
32,14349,2
84,31953,7
249,345,6
127,5310,5
211,6802,4
150,35968,5
72,52193,7
52,36754,5
196,452,6
19,42916,4
176,12413,4
145,5096,7
114,23251,6
195,60946,0
93,23289,6
97,48702,2
236,53590,4
161,986,2
15,6505,7
204,1914,3
242,5162,3
209,32977,9
4,5630,6
62,18397,4
242,531,6
235,6811,5
52,2448,4
217,1142,1
101,57334,4
184,90,6
236,55993,1
40,34902,4
62,55742,7
192,23249,2
139,54722,7
156,42290,2
83,31931,9
54,51462,6
141,44235,5
96,1594,4
105,60,4
127,28927,3
248,15959,4
98,2924,4
5,59160,5
220,31741,4
25,2558,6
162,38474,1
228,9563,7
198,874,6
141,53879,6
112,522,2
